CustomerID,AnnualSpending,FrequencyOfPurchases,TimeSinceLastPurchase,AverageOrderValue,PreferredCategory,LoyaltyScore,DiscountSensitivity,PreferredPaymentMethod,CustomerRegion,AgeGroup
7470,2872.81,7,5.21,359.1,Home Decor,30.22,71.39,Gift Card,East,26-35
7471,3068.89,11,2.52,255.74,Beauty,40.28,69.43,Gift Card,North,18-25
7472,2316.43,14,7.24,154.43,Home Decor,43.35,76.93,PayPal,East,46-55
7473,1758.11,11,11.38,146.51,Sports,33.76,82.49,Debit Card,North,26-35
7474,3264.66,2,8.32,1088.22,Home Decor,20.8,67.48,Cash,South,36-45
7475,2442.8,3,7.62,610.7,Health,18.98,75.67,Gift Card,South,56+
7476,3538.19,11,4.4,294.85,Groceries,42.62,64.76,Debit Card,South,46-55
7477,1152.65,5,7.67,192.11,Books,17.1,88.52,Cash,South,36-45
7478,2617.24,13,10.73,186.95,Health,42.58,73.93,Cash,West,46-55
7479,3651.16,15,5.13,228.2,Groceries,52.27,63.63,Cash,West,46-55
7480,2288.04,11,3.66,190.67,Groceries,36.4,77.21,Cash,East,26-35
7481,2364.7,16,6.29,139.1,Toys,48.14,76.45,PayPal,North,26-35
7482,2677.31,18,5.14,140.91,Health,54.24,73.33,Cash,North,36-45
7483,2164.72,8,6.17,240.52,Beauty,28.96,78.44,Debit Card,East,56+
7484,2312.76,11,2.05,192.73,Toys,36.52,76.96,PayPal,East,36-45
7485,2297.31,10,4.7,208.85,Automotive,34.17,77.12,Gift Card,West,36-45
7486,2123.55,11,10.09,176.96,Beauty,35.58,78.85,Gift Card,West,18-25
7487,3237.31,6,5.4,462.47,Sports,29.76,67.75,Credit Card,South,46-55
7488,2776.65,16,11.65,163.33,Toys,50.19,72.34,Debit Card,Central,56+
7489,2650.38,5,8.8,441.73,Beauty,24.56,73.6,PayPal,South,26-35
7490,2985.14,8,5.03,331.68,Sports,33.05,70.27,PayPal,East,36-45
7491,2341.39,5,3.77,390.23,Automotive,23.02,76.68,Debit Card,East,26-35
7492,2035.48,5,8.54,339.25,Books,21.5,79.73,Gift Card,North,26-35
7493,2138.43,11,4.33,178.2,Electronics,35.65,78.7,Cash,South,46-55
7494,2501.07,10,11.2,227.37,Home Decor,35.18,75.09,Gift Card,West,26-35
7495,1864.47,12,2.28,143.42,Automotive,36.56,81.43,Gift Card,West,26-35
7496,2199.84,7,1.32,274.98,Home Decor,26.86,78.09,PayPal,West,56+
7497,2190.33,13,3.43,156.45,Toys,40.45,78.18,Debit Card,South,26-35
7498,3774.73,8,7.67,419.41,Electronics,36.98,62.4,Gift Card,East,18-25
7499,835.71,14,10.18,55.71,Health,35.98,91.68,Debit Card,North,26-35
7500,2392.23,9,2.87,239.22,Health,32.37,76.17,Credit Card,South,26-35
7501,3535.42,13,7.43,252.53,Home Decor,47.15,64.79,Gift Card,North,18-25
7502,2573.11,6,2.59,367.59,Sports,26.45,74.37,Cash,Central,18-25
7503,2952.05,11,7.19,246.0,Health,39.7,70.6,Gift Card,South,46-55
7504,2559.9,10,1.2,232.72,Health,35.48,74.5,Credit Card,West,26-35
7505,2099.6,6,7.14,299.94,Beauty,24.09,79.09,Credit Card,West,36-45
7506,1154.85,10,6.74,104.99,Clothing,28.48,88.5,Cash,East,18-25
7507,2623.27,7,1.47,327.91,Automotive,28.97,73.87,Debit Card,West,18-25
7508,2034.64,13,8.58,145.33,Health,39.68,79.73,Credit Card,South,18-25
7509,2019.8,13,7.29,144.27,Sports,39.6,79.88,Credit Card,East,46-55
7510,2200.61,7,7.85,275.08,Beauty,26.87,78.08,Cash,East,18-25
7511,3546.92,14,6.83,236.46,Beauty,49.48,64.67,Gift Card,West,26-35
7512,3942.9,10,8.94,358.45,Beauty,42.36,60.73,Gift Card,Central,18-25
7513,2630.32,10,6.78,239.12,Groceries,35.83,73.8,Credit Card,South,26-35
7514,2221.14,10,11.14,201.92,Home Decor,33.79,77.88,Debit Card,East,18-25
7515,1793.66,12,11.38,137.97,Sports,36.21,82.13,PayPal,Central,36-45
7516,2781.12,8,8.99,309.01,Clothing,32.03,72.3,PayPal,North,18-25
7517,3569.74,7,11.03,446.22,Toys,33.69,64.44,Gift Card,West,56+
7518,2351.6,17,11.15,130.64,Groceries,50.35,76.58,Debit Card,Central,46-55
7519,1072.6,5,3.88,178.77,Health,16.71,89.32,Gift Card,Central,46-55
7520,2902.03,14,11.93,193.47,Electronics,46.27,71.09,PayPal,South,26-35
7521,3091.24,12,3.94,237.79,Beauty,42.67,69.21,Cash,West,36-45
7522,1548.49,7,1.2,193.56,Toys,23.62,84.58,Debit Card,East,56+
7523,2605.89,4,11.58,521.18,Health,22.07,74.04,Cash,North,18-25
7524,2770.74,10,3.46,251.89,Books,36.53,72.4,Cash,South,36-45
7525,2456.14,12,7.43,188.93,Electronics,39.5,75.54,PayPal,West,56+
7526,2025.54,10,11.68,184.14,Home Decor,32.81,79.82,Cash,South,46-55
7527,3109.56,9,1.54,310.96,Sports,35.94,69.03,Cash,West,46-55
7528,2257.97,11,3.96,188.16,Home Decor,36.25,77.51,Gift Card,South,36-45
7529,1608.89,15,7.7,100.56,Groceries,42.1,83.97,Credit Card,South,36-45
7530,1270.32,14,9.39,84.69,Health,38.14,87.35,Credit Card,South,56+
7531,3256.51,11,9.88,271.38,Health,41.22,67.56,Debit Card,North,56+
7532,2870.0,6,10.72,410.0,Books,27.93,71.41,Gift Card,Central,18-25
7533,2552.78,12,2.85,196.37,Automotive,39.99,74.57,Credit Card,West,46-55
7534,2235.84,8,5.07,248.43,Beauty,29.32,77.73,Credit Card,South,36-45
7535,2182.6,7,8.86,272.83,Beauty,26.78,78.26,Cash,South,46-55
7536,1854.56,8,8.87,206.06,Health,27.42,81.53,Gift Card,East,56+
7537,2241.13,8,4.39,249.01,Health,29.34,77.68,PayPal,West,18-25
7538,1227.95,9,4.35,122.79,Books,26.57,87.77,Cash,East,56+
7539,2058.36,8,4.53,228.71,Toys,28.43,79.5,Credit Card,East,36-45
7540,2313.44,11,10.81,192.79,Toys,36.52,76.96,Debit Card,Central,46-55
7541,2865.93,13,11.0,204.71,Books,43.82,71.45,Cash,Central,26-35
7542,2476.04,13,1.16,176.86,Automotive,41.88,75.34,PayPal,North,36-45
7543,2976.95,9,4.58,297.7,Groceries,35.28,70.35,Cash,South,26-35
7544,3309.48,13,5.31,236.39,Sports,46.03,67.04,Debit Card,South,46-55
7545,3134.9,11,11.81,261.24,Electronics,40.61,68.77,Gift Card,East,36-45
7546,2782.31,14,11.39,185.49,Toys,45.67,72.29,Debit Card,Central,36-45
7547,2507.12,12,7.91,192.86,Beauty,39.76,75.03,PayPal,East,46-55
7548,1911.53,13,1.5,136.54,Health,39.07,80.96,PayPal,South,46-55
7549,2943.97,12,3.1,226.46,Health,41.93,70.68,Gift Card,South,26-35
7550,3507.85,11,5.78,292.32,Clothing,42.47,65.06,Cash,Central,26-35
7551,2705.26,15,11.55,169.08,Automotive,47.56,73.05,Debit Card,North,18-25
7552,3650.36,7,2.04,456.29,Groceries,34.09,63.64,Cash,South,46-55
7553,1584.66,11,9.7,132.05,Health,32.89,84.22,Cash,North,56+
7554,1807.5,13,3.1,129.11,Groceries,38.55,82.0,Cash,South,26-35
7555,3013.12,10,6.59,273.92,Books,37.73,69.99,Gift Card,West,46-55
7556,2658.57,5,9.44,443.1,Beauty,24.6,73.52,PayPal,South,56+
7557,3288.27,6,8.62,469.75,Health,30.01,67.25,Cash,North,36-45
7558,2490.72,5,9.53,415.12,Health,23.77,75.19,PayPal,East,56+
7559,1979.21,9,9.95,197.92,Health,30.31,80.29,Cash,East,26-35
7560,2371.84,8,4.36,263.54,Sports,29.99,76.38,Gift Card,Central,26-35
7561,1580.39,7,5.0,197.55,Health,23.78,84.26,Debit Card,South,26-35
7562,1822.85,6,9.97,260.41,Beauty,22.71,81.84,Credit Card,North,36-45
7563,3083.47,18,1.43,162.29,Clothing,56.27,69.29,Gift Card,Central,46-55
7564,3023.67,9,6.66,302.37,Electronics,35.51,69.88,Credit Card,East,36-45
7565,2717.8,9,11.12,271.78,Sports,33.99,72.93,Debit Card,South,18-25
7566,1467.35,7,10.74,183.42,Beauty,23.22,85.38,Credit Card,West,18-25
7567,2284.96,10,9.85,207.72,Beauty,34.11,77.24,PayPal,East,26-35
7568,1765.0,9,1.24,176.5,Sports,29.24,82.42,Gift Card,East,26-35
7569,3205.92,11,10.76,267.16,Beauty,40.97,68.07,Debit Card,North,46-55
7570,2149.77,11,11.03,179.15,Home Decor,35.71,78.59,Debit Card,North,56+
7571,1848.55,8,8.3,205.39,Sports,27.39,81.59,Debit Card,South,46-55
7572,2517.88,11,4.29,209.82,Toys,37.54,74.92,Debit Card,Central,26-35
7573,2115.91,11,6.39,176.33,Beauty,35.54,78.92,Credit Card,South,36-45
7574,3390.25,9,9.39,339.02,Electronics,37.34,66.23,PayPal,West,18-25
7575,2059.11,7,9.94,257.39,Electronics,26.16,79.49,Debit Card,South,36-45
7576,1660.46,11,4.78,138.37,Home Decor,33.27,83.46,PayPal,West,36-45
7577,1208.25,3,4.59,302.06,Groceries,12.84,87.97,Cash,North,18-25
7578,2481.53,7,9.1,310.19,Sports,28.27,75.28,Credit Card,East,18-25
7579,2162.84,10,8.55,196.62,Books,33.5,78.46,Cash,East,36-45
7580,1642.66,5,6.65,273.78,Books,19.54,83.64,Cash,South,56+
7581,3213.54,7,5.62,401.69,Groceries,31.91,67.99,Gift Card,North,56+
7582,2900.35,10,8.23,263.67,Clothing,37.17,71.11,PayPal,West,56+
7583,2483.07,15,1.36,155.19,Health,46.46,75.27,Credit Card,North,46-55
7584,3318.6,8,1.83,368.73,Electronics,34.71,66.95,Gift Card,West,46-55
7585,2897.52,8,7.3,321.95,Beauty,32.61,71.14,PayPal,West,18-25
7586,2006.29,15,3.31,125.39,Toys,44.08,80.02,PayPal,North,46-55
7587,1876.47,9,9.52,187.65,Groceries,29.8,81.31,Gift Card,East,26-35
7588,2990.79,20,9.5,142.42,Toys,60.35,70.21,Debit Card,South,56+
7589,2737.82,15,8.81,171.11,Electronics,47.73,72.73,PayPal,South,46-55
7590,2601.85,8,10.94,289.09,Automotive,31.14,74.08,Gift Card,Central,56+
7591,1992.1,2,2.55,664.03,Home Decor,14.47,80.16,Credit Card,South,36-45
7592,2864.77,16,3.85,168.52,Electronics,50.63,71.47,Debit Card,North,18-25
7593,2046.7,11,3.78,170.56,Automotive,35.19,79.61,Cash,Central,56+
7594,2438.81,10,9.61,221.71,Sports,34.87,75.71,Credit Card,Central,26-35
7595,3368.17,14,6.73,224.54,Beauty,48.59,66.45,Credit Card,Central,18-25
7596,2103.5,12,3.78,161.81,Groceries,37.75,79.05,Credit Card,South,56+
7597,1556.21,10,2.5,141.47,Electronics,30.48,84.5,Debit Card,East,18-25
7598,1868.47,10,10.82,169.86,Automotive,32.03,81.39,Gift Card,Central,26-35
7599,3096.58,9,8.61,309.66,Home Decor,35.88,69.16,PayPal,North,46-55
7600,2652.84,10,6.81,241.17,Groceries,35.94,73.58,Debit Card,East,46-55
7601,2422.67,10,11.62,220.24,Beauty,34.79,75.87,PayPal,South,18-25
7602,2194.54,10,10.35,199.5,Electronics,33.66,78.14,Cash,Central,18-25
7603,2791.22,6,2.96,398.75,Books,27.54,72.2,Cash,South,36-45
7604,1990.54,3,6.59,497.63,Books,16.73,80.17,Debit Card,North,36-45
7605,2683.4,4,6.35,536.68,Automotive,22.45,73.27,Credit Card,North,36-45
7606,2061.25,10,10.29,187.39,Clothing,32.99,79.47,PayPal,North,18-25
7607,1961.4,10,2.64,178.31,Beauty,32.5,80.46,PayPal,West,36-45
7608,2117.51,12,5.97,162.89,Home Decor,37.82,78.91,Credit Card,South,46-55
7609,2274.76,8,8.0,252.75,Beauty,29.51,77.34,Cash,Central,46-55
7610,2470.7,14,11.4,164.71,Health,44.12,75.39,Debit Card,West,56+
7611,2641.27,14,10.89,176.08,Sports,44.97,73.69,Cash,North,56+
7612,286.98,10,6.87,26.09,Beauty,24.16,97.14,Credit Card,Central,26-35
7613,2015.41,17,7.67,111.97,Automotive,48.67,79.93,Credit Card,South,36-45
7614,2265.06,7,10.38,283.13,Books,27.19,77.44,Credit Card,South,56+
7615,3403.04,9,9.19,340.3,Automotive,37.4,66.1,Debit Card,Central,26-35
7616,1852.0,5,10.67,308.67,Home Decor,20.59,81.55,Gift Card,Central,36-45
7617,2597.68,11,10.86,216.47,Books,37.94,74.13,Debit Card,North,36-45
7618,3397.02,9,10.16,339.7,Books,37.37,66.16,Credit Card,West,56+
7619,1712.22,8,1.1,190.25,Books,26.71,82.95,Gift Card,West,56+
7620,2736.39,6,4.42,390.91,Groceries,27.26,72.74,Credit Card,North,26-35
7621,2018.64,6,5.44,288.38,Electronics,23.69,79.89,Credit Card,South,18-25
7622,2197.22,12,8.46,169.02,Health,38.22,78.11,Cash,West,26-35
7623,2018.13,8,4.38,224.24,Home Decor,28.23,79.9,Credit Card,Central,18-25
7624,2060.89,6,4.56,294.41,Automotive,23.9,79.47,Debit Card,East,46-55
7625,4133.15,10,5.4,375.74,Sports,43.31,58.83,PayPal,South,56+
7626,3006.67,15,11.51,187.92,Health,49.06,70.05,PayPal,North,56+
7627,3161.04,11,5.81,263.42,Books,40.74,68.51,Cash,East,56+
7628,2795.2,10,2.55,254.11,Sports,36.65,72.16,PayPal,East,56+
7629,1536.25,13,1.07,109.73,Electronics,37.2,84.7,Debit Card,West,36-45
7630,2736.97,10,3.6,248.82,Electronics,36.36,72.74,Debit Card,East,56+
7631,3143.76,7,11.33,392.97,Toys,31.57,68.69,Credit Card,West,56+
7632,1987.96,18,11.5,104.63,Beauty,50.81,80.2,Gift Card,East,36-45
7633,3079.2,8,6.82,342.13,Home Decor,33.52,69.33,Debit Card,East,46-55
7634,2922.6,9,8.11,292.26,Toys,35.01,70.89,Credit Card,Central,46-55
7635,3611.22,15,9.76,225.7,Sports,52.08,64.03,Credit Card,South,18-25
7636,2249.33,14,1.61,149.96,Beauty,43.02,77.6,PayPal,North,18-25
7637,1841.43,13,5.12,131.53,Groceries,38.72,81.66,Credit Card,East,56+
7638,2283.02,11,8.06,190.25,Sports,36.37,77.26,PayPal,North,18-25
7639,3361.34,11,10.88,280.11,Toys,41.74,66.52,PayPal,South,36-45
7640,1402.96,11,9.0,116.91,Sports,31.99,86.03,Debit Card,West,36-45
7641,1258.97,11,4.85,104.91,Health,31.27,87.46,Debit Card,Central,56+
7642,2553.64,6,11.01,364.81,Electronics,26.35,74.56,Credit Card,West,36-45
7643,2234.45,9,8.31,223.44,Health,31.58,77.74,Cash,North,36-45
7644,2504.64,6,10.13,357.81,Clothing,26.11,75.05,Debit Card,South,26-35
7645,3067.19,8,5.24,340.8,Groceries,33.46,69.45,Cash,North,36-45
7646,2168.46,11,1.02,180.7,Sports,35.8,78.4,Gift Card,West,26-35
7647,1376.2,9,2.83,137.62,Books,27.31,86.29,Credit Card,North,46-55
7648,3726.69,12,11.2,286.67,Health,45.83,62.88,Cash,North,26-35
7649,1901.66,10,1.36,172.88,Automotive,32.2,81.06,Gift Card,Central,26-35
7650,1864.58,7,7.56,233.07,Health,25.2,81.43,PayPal,South,18-25
7651,3162.23,5,5.5,527.04,Toys,27.11,68.5,Debit Card,West,18-25
7652,2269.31,16,5.73,133.49,Electronics,47.67,77.4,Debit Card,Central,18-25
7653,2461.97,7,5.41,307.75,Automotive,28.17,75.48,Cash,East,18-25
7654,2789.67,8,1.74,309.96,Automotive,32.08,72.21,Debit Card,North,46-55
7655,3150.15,9,2.35,315.01,Beauty,36.14,68.62,PayPal,Central,56+
7656,2299.92,9,1.69,229.99,Toys,31.91,77.09,Credit Card,North,56+
7657,3411.97,8,1.59,379.11,Toys,35.17,66.02,Debit Card,Central,56+
7658,1218.52,11,1.94,101.54,Electronics,31.07,87.86,Gift Card,South,36-45
7659,2955.87,8,8.66,328.43,Sports,32.9,70.56,Cash,Central,46-55
7660,1996.28,16,2.26,117.43,Health,46.31,80.12,Debit Card,West,36-45
7661,3323.36,13,3.88,237.38,Toys,46.1,66.9,Cash,Central,56+
7662,2585.23,11,8.23,215.44,Home Decor,37.88,74.25,Gift Card,Central,46-55
7663,2096.26,10,2.23,190.57,Sports,33.17,79.12,PayPal,North,36-45
7664,2897.7,14,11.01,193.18,Health,46.25,71.14,PayPal,North,18-25
7665,3035.91,8,6.25,337.32,Home Decor,33.3,69.76,Cash,South,56+
7666,2885.14,11,11.59,240.43,Toys,39.37,71.26,Credit Card,North,26-35
7667,1882.18,7,3.12,235.27,Groceries,25.28,81.25,Debit Card,North,46-55
7668,2209.59,16,1.34,129.98,Books,47.37,77.99,Debit Card,South,46-55
7669,2497.56,14,7.49,166.5,Automotive,44.26,75.12,PayPal,West,36-45
7670,2475.24,18,4.62,130.28,Electronics,53.24,75.35,Debit Card,South,56+
7671,2949.85,8,7.3,327.76,Clothing,32.87,70.62,Gift Card,South,56+
7672,1291.06,12,6.21,99.31,Home Decor,33.7,87.14,Credit Card,Central,26-35
7673,2700.6,11,6.03,225.05,Health,38.45,73.1,Debit Card,North,36-45
7674,2326.01,8,10.36,258.45,Clothing,29.77,76.83,Cash,South,56+
7675,1996.9,8,3.11,221.88,Beauty,28.13,80.11,Cash,West,18-25
7676,2054.51,15,6.5,128.41,Groceries,44.32,79.54,Cash,East,18-25
7677,2371.28,5,5.58,395.21,Beauty,23.17,76.38,Gift Card,North,36-45
7678,339.35,11,8.41,28.28,Clothing,26.69,96.62,Cash,East,46-55
7679,2079.23,8,1.55,231.03,Clothing,28.54,79.29,Credit Card,West,18-25
7680,1974.51,8,6.82,219.39,Health,28.02,80.33,PayPal,Central,26-35
7681,2819.67,15,6.26,176.23,Home Decor,48.13,71.91,Gift Card,Central,46-55
7682,2016.68,8,11.71,224.08,Home Decor,28.23,79.91,Debit Card,West,18-25
7683,2370.93,8,9.31,263.44,Clothing,29.99,76.38,Cash,South,56+
7684,3425.37,16,2.7,201.49,Beauty,53.42,65.88,PayPal,West,56+
7685,3096.61,10,6.6,281.51,Toys,38.15,69.16,Credit Card,South,46-55
7686,3041.36,12,9.62,233.95,Beauty,42.42,69.71,Cash,Central,56+
7687,2200.08,8,6.77,244.45,Toys,29.14,78.09,PayPal,West,46-55
7688,2825.82,10,4.92,256.89,Books,36.8,71.85,Debit Card,South,18-25
7689,2359.66,4,5.14,471.93,Books,20.84,76.5,Cash,Central,36-45
7690,2382.34,5,5.04,397.06,Automotive,23.23,76.27,Debit Card,West,26-35
7691,2745.81,6,1.22,392.26,Electronics,27.31,72.65,Gift Card,South,56+
7692,2141.8,12,9.04,164.75,Sports,37.94,78.67,Debit Card,South,46-55
7693,3395.8,12,7.72,261.22,Health,44.18,66.18,Debit Card,West,26-35
7694,2403.92,11,3.96,200.33,Automotive,36.97,76.06,Gift Card,Central,56+
7695,2871.02,11,7.93,239.25,Books,39.3,71.4,Gift Card,West,18-25
7696,3373.36,3,4.4,843.34,Automotive,23.62,66.4,Gift Card,South,46-55
7697,3118.99,7,3.68,389.87,Toys,31.44,68.93,PayPal,South,46-55
7698,1654.65,11,9.15,137.89,Beauty,33.24,83.52,Gift Card,South,18-25
7699,2766.94,11,9.9,230.58,Home Decor,38.78,72.44,PayPal,South,56+
7700,3010.43,10,7.88,273.68,Sports,37.72,70.01,Cash,Central,18-25
7701,3035.12,7,9.63,379.39,Sports,31.02,69.77,Debit Card,West,36-45
7702,1832.02,18,5.02,96.42,Beauty,50.03,81.75,Debit Card,South,56+
7703,2105.78,8,1.79,233.98,Health,28.67,79.03,Cash,North,36-45
7704,3096.73,3,7.65,774.18,Clothing,22.24,69.15,PayPal,South,46-55
7705,2042.94,9,3.82,204.29,Automotive,30.63,79.65,Credit Card,West,46-55
7706,2320.18,12,9.55,178.48,Home Decor,38.83,76.89,PayPal,West,26-35
7707,3445.53,7,4.94,430.69,Toys,33.07,65.68,Credit Card,Central,26-35
7708,2471.32,17,8.38,137.3,Books,50.94,75.38,Credit Card,South,46-55
7709,2063.94,12,7.08,158.76,Health,37.55,79.44,PayPal,Central,18-25
7710,1973.43,8,9.99,219.27,Health,28.01,80.34,PayPal,North,18-25
7711,2699.63,5,10.16,449.94,Toys,24.81,73.11,Cash,North,36-45
7712,1700.11,4,1.75,340.02,Health,17.56,83.07,Credit Card,North,36-45
7713,2351.6,10,4.25,213.78,Beauty,34.44,76.58,Gift Card,South,18-25
7714,2699.94,10,10.58,245.45,Clothing,36.17,73.11,Debit Card,East,36-45
7715,3279.49,8,5.44,364.39,Sports,34.51,67.33,PayPal,South,18-25
7716,2900.53,13,6.66,207.18,Health,43.99,71.11,Cash,Central,56+
7717,2071.56,8,3.02,230.17,Automotive,28.5,79.37,Cash,North,26-35
7718,3207.05,9,7.08,320.71,Toys,36.43,68.06,PayPal,East,26-35
7719,2320.29,17,3.91,128.91,Books,50.19,76.89,Cash,East,56+
7720,1758.58,6,10.12,251.23,Automotive,22.39,82.48,PayPal,West,26-35
7721,2396.78,12,3.2,184.37,Toys,39.21,76.13,Cash,South,46-55
7722,3362.9,5,4.96,560.48,Electronics,28.11,66.5,Cash,West,26-35
7723,2599.14,10,2.05,236.29,Toys,35.67,74.11,PayPal,North,36-45
7724,2507.51,14,7.47,167.17,Books,44.31,75.02,PayPal,South,46-55
7725,3482.33,11,11.36,290.19,Books,42.34,65.31,Credit Card,North,36-45
7726,1641.19,18,2.9,86.38,Home Decor,49.08,83.65,Debit Card,South,36-45
7727,1728.64,12,1.22,132.97,Clothing,35.88,82.78,Debit Card,West,18-25
7728,1530.49,9,5.65,153.05,Electronics,28.08,84.76,Debit Card,East,26-35
7729,2723.59,8,9.23,302.62,Electronics,31.75,72.87,Cash,North,36-45
7730,2599.9,9,11.73,259.99,Sports,33.4,74.1,Cash,Central,18-25
7731,3425.64,12,1.56,263.51,Beauty,44.33,65.88,Credit Card,Central,36-45
7732,2646.09,6,9.65,378.01,Electronics,26.81,73.64,Credit Card,West,36-45
7733,2257.51,12,5.06,173.65,Sports,38.52,77.51,Debit Card,West,18-25
7734,2501.08,10,2.69,227.37,Groceries,35.18,75.09,Debit Card,East,46-55
7735,2570.62,7,3.12,321.33,Health,28.71,74.4,PayPal,South,36-45
7736,1496.94,9,11.16,149.69,Electronics,27.91,85.09,Cash,Central,26-35
7737,4126.2,7,9.9,515.77,Sports,36.46,58.9,Cash,West,56+
7738,2811.92,11,4.43,234.33,Books,39.0,71.99,Debit Card,North,36-45
7739,2626.0,8,11.34,291.78,Groceries,31.26,73.84,Credit Card,West,46-55
7740,2869.1,10,2.16,260.83,Books,37.02,71.42,Gift Card,West,36-45
7741,2925.65,6,4.55,417.95,Groceries,28.21,70.86,Cash,Central,36-45
7742,2415.67,15,8.18,150.98,Health,46.12,75.94,Debit Card,West,36-45
7743,2121.26,11,11.99,176.77,Automotive,35.56,78.87,PayPal,South,56+
7744,2859.67,9,6.12,285.97,Electronics,34.7,71.52,Debit Card,West,36-45
7745,2731.43,14,9.92,182.1,Health,45.42,72.79,Cash,South,18-25
7746,2014.07,7,11.07,251.76,Clothing,25.94,79.94,Debit Card,Central,46-55
7747,3351.42,9,1.11,335.14,Toys,37.15,66.62,PayPal,North,46-55
7748,2676.01,7,4.18,334.5,Automotive,29.24,73.35,Debit Card,South,18-25
7749,2937.89,9,2.1,293.79,Toys,35.09,70.74,Debit Card,North,56+
7750,3335.15,13,9.54,238.23,Sports,46.16,66.78,Debit Card,Central,56+
7751,2513.13,6,7.24,359.02,Sports,26.15,74.97,PayPal,South,26-35
7752,2690.17,11,2.05,224.18,Beauty,38.4,73.2,Debit Card,South,36-45
7753,2986.02,11,5.63,248.83,Health,39.87,70.26,Debit Card,East,36-45
7754,2065.08,8,6.65,229.45,Clothing,28.47,79.43,Debit Card,East,36-45
7755,2532.43,14,8.68,168.83,Toys,44.43,74.78,Cash,West,18-25
7756,2575.33,10,9.57,234.12,Sports,35.55,74.35,Credit Card,East,56+
7757,1926.36,11,1.97,160.53,Books,34.59,80.81,PayPal,West,46-55
7758,3890.58,13,6.36,277.9,Automotive,48.92,61.25,PayPal,West,46-55
7759,1655.62,9,2.77,165.56,Health,28.7,83.51,Gift Card,Central,26-35
7760,1721.14,8,9.29,191.24,Books,26.75,82.86,PayPal,East,26-35
7761,3288.54,15,8.23,205.53,Beauty,50.47,67.24,PayPal,South,36-45
7762,2927.96,9,8.95,292.8,Books,35.04,70.84,PayPal,North,26-35
7763,1884.42,9,1.82,188.44,Home Decor,29.84,81.23,Credit Card,South,26-35
7764,2864.37,11,6.61,238.7,Books,39.27,71.47,Credit Card,South,26-35
7765,3380.71,11,10.25,281.73,Sports,41.84,66.33,Credit Card,South,56+
7766,2481.84,6,8.85,354.55,Sports,26.0,75.28,Credit Card,North,26-35
7767,4059.29,7,10.48,507.41,Toys,36.13,59.57,Debit Card,Central,26-35
7768,1465.56,12,3.27,112.74,Home Decor,34.57,85.4,PayPal,North,26-35
7769,2916.29,13,4.16,208.31,Automotive,44.07,70.95,Debit Card,South,36-45
7770,3199.92,15,5.85,199.99,Home Decor,50.03,68.13,Gift Card,Central,56+
7771,3034.81,10,6.76,275.89,Beauty,37.84,69.77,Gift Card,Central,56+
7772,2377.39,7,3.77,297.17,Toys,27.75,76.32,PayPal,North,56+
7773,2325.74,9,5.19,232.57,Toys,32.04,76.83,Cash,Central,36-45
7774,2766.49,10,8.56,251.5,Electronics,36.51,72.44,Debit Card,North,56+
7775,2989.45,9,8.1,298.95,Books,35.34,70.22,Cash,Central,36-45
7776,2861.48,15,2.22,178.84,Health,48.34,71.5,Gift Card,East,46-55
7777,3124.03,11,11.84,260.34,Sports,40.56,68.88,Credit Card,East,56+
7778,1888.68,9,7.19,188.87,Beauty,29.86,81.19,Credit Card,East,56+
7779,2363.34,6,6.32,337.62,Sports,25.41,76.46,Debit Card,North,36-45
7780,1935.99,8,11.64,215.11,Toys,27.82,80.72,Credit Card,East,18-25
7781,2268.33,10,2.54,206.21,Electronics,34.02,77.41,Debit Card,North,26-35
7782,3109.13,12,6.98,239.16,Clothing,42.76,69.03,Debit Card,Central,46-55
7783,2564.79,13,9.86,183.2,Groceries,42.32,74.45,Cash,South,18-25
7784,4064.12,15,5.39,254.01,Clothing,54.33,59.52,Debit Card,North,56+
7785,2616.04,10,9.1,237.82,Books,35.76,73.94,Debit Card,South,36-45
7786,2535.82,14,10.89,169.05,Beauty,44.45,74.74,Cash,Central,46-55
7787,2563.71,10,3.88,233.06,Clothing,35.5,74.46,PayPal,Central,46-55
7788,2117.31,10,3.66,192.48,Automotive,33.27,78.91,Gift Card,North,46-55
7789,2465.3,10,4.97,224.12,Electronics,35.01,75.44,PayPal,Central,46-55
7790,3176.67,14,5.6,211.78,Health,47.64,68.36,Gift Card,East,46-55
7791,2568.38,14,2.22,171.23,Groceries,44.61,74.42,Gift Card,West,18-25
7792,2023.92,11,3.54,168.66,Health,35.08,79.84,Cash,West,46-55
7793,1944.95,9,10.61,194.49,Health,30.14,80.63,Cash,South,26-35
7794,2229.88,11,7.23,185.82,Home Decor,36.11,77.79,PayPal,North,36-45
7795,2544.32,11,3.95,212.03,Books,37.67,74.66,PayPal,South,36-45
7796,3216.15,12,11.38,247.4,Home Decor,43.29,67.97,Gift Card,East,56+
7797,1695.71,9,9.52,169.57,Toys,28.9,83.11,Gift Card,West,26-35
7798,2308.1,10,4.99,209.83,Books,34.22,77.01,Cash,South,46-55
7799,2586.59,14,9.42,172.44,Automotive,44.7,74.24,PayPal,North,18-25
7800,1399.78,8,7.56,155.53,Toys,25.15,86.06,Cash,West,46-55
7801,1999.84,12,8.52,153.83,Sports,37.23,80.08,PayPal,South,46-55
7802,2092.07,9,4.54,209.21,Clothing,30.87,79.16,Gift Card,South,56+
